Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-05 00:00:00-05:00,16.66945322345589,16.98527231898868,16.462570985339198,16.600492477416992,352255000,0.0,0.0
2022-12-06 00:00:00-05:00,16.520537411541184,16.563512062429563,15.809944010325303,15.977848052978516,352694000,0.0,0.0
2022-12-07 00:00:00-05:00,15.762971769959897,16.176735290178346,15.658031380659532,16.11077308654785,372388000,0.0,0.0
2022-12-08 00:00:00-05:00,16.263686881648894,17.169168470715043,15.949865516477596,17.1591739654541,515456000,0.0,0.0
2022-12-09 00:00:00-05:00,17.15017561841568,17.572933783234895,16.965282066059185,16.99126625061035,465338000,0.0,0.0
2022-12-12 00:00:00-05:00,17.027247373122076,17.527960013378944,16.787384996239922,17.524961471557617,457328000,0.0,0.0
2022-12-13 00:00:00-05:00,18.52039192039027,18.779244431553703,17.700861640847904,18.061655044555664,656589000,0.0,0.0
2022-12-14 00:00:00-05:00,17.976701832760508,18.241551414721492,17.410027008349992,17.663881301879883,496888000,0.0,0.0
2022-12-15 00:00:00-05:00,17.136182329207788,17.310082485542775,16.69043855708007,16.942293167114258,478542000,0.0,0.0
2022-12-16 00:00:00-05:00,16.854347361725484,17.031246092623952,16.400606758706388,16.561513900756836,478232000,0.0,0.0
2022-12-19 00:00:00-05:00,16.562510538893314,16.599488100320013,16.135755014913677,16.244691848754883,354039000,0.0,0.0
2022-12-20 00:00:00-05:00,16.054802519296246,16.30066197378385,15.842924949401958,16.075790405273438,403260000,0.0,0.0
2022-12-21 00:00:00-05:00,16.104774786121816,16.617481573055603,16.09278061931862,16.491552352905273,325025000,0.0,0.0
2022-12-22 00:00:00-05:00,16.084786199100055,16.128761634766033,14.873480164452587,15.330218315124512,565045000,0.0,0.0
2022-12-23 00:00:00-05:00,15.187299731911192,15.33021750747535,14.874479212449126,15.197294235229492,349326000,0.0,0.0
2022-12-27 00:00:00-05:00,15.065370467207638,15.091355605037583,14.047952671597788,14.112915992736816,464902000,0.0,0.0
2022-12-28 00:00:00-05:00,13.919025842721487,14.253834069400174,13.87605024216945,14.027963638305664,351066000,0.0,0.0
2022-12-29 00:00:00-05:00,14.393755586021786,14.674593903575705,14.218855579201936,14.594639778137207,354923000,0.0,0.0
