Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.0401286768440467,0.044786354278883514,0.035590240243213986,0.03762098029255867,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04060655622230872,0.04203926417184898,0.037620983739226496,0.04156230762600899,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.042039273440402175,0.04287578418360262,0.03774022948794524,0.0383373461663723,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.0384565704169569,0.03941232170322717,0.03630659301773381,0.038218092173337936,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.038218096969659617,0.038456575243207294,0.03785946211179396,0.038097940385341644,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03809793618060557,0.03821809275166228,0.03630659356713295,0.03630659356713295,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03630659136807444,0.03726233919398206,0.03630659136807444,0.03702386096119881,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03630659464693966,0.03726234255916131,0.03308254072545464,0.03415752947330475,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03367966157574876,0.03535176362283963,0.033440264134569256,0.03487388789653778,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.03535176241575416,0.03774022180965232,0.03487388670576938,0.036784473806619644,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03738159017562224,0.03821810082089083,0.03642675782920067,0.037859465926885605,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03809793294236032,0.038218089503203975,0.03654598444700241,0.03654598444700241,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03726234363824578,0.0375008253164089,0.03463449040186615,0.03511236608028412,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03511236792375359,0.036068115913831536,0.03415753225581527,0.03475464880466461,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03487388446474216,0.03917292726629332,0.03487388446474216,0.03774021938443184,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.03821808034308132,0.04012866316831125,0.03821808034308132,0.03989018499851227,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.040606538677635355,0.04227864333364746,0.03606810020497576,0.040128663182258606,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.0391729310283662,0.039650806753536286,0.037262347283740845,0.037978701293468475,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.039172926260552285,0.03965080192755919,0.037500824420936295,0.03857581317424774,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.03821808034308132,0.0406065386635219,0.03774020484787067,0.03989018499851227,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.040606538677635355,0.0410844141730121,0.03797868303086974,0.040128663182258606,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.0410844208278275,0.04287576315047279,0.0386959621196765,0.04203925281763077,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04824979894428224,0.05016129789739321,0.04430847595927805,0.04538346454501152,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04729496559772474,0.0487276766999997,0.043233485875906336,0.04395075887441635,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.04442864467684888,0.04586135269074685,0.04156230949300151,0.04192002862691879,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.042994995306104934,0.043950746259228554,0.04012866160231089,0.04215940088033676,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04203924534944905,0.042278642671192856,0.0410844135292696,0.04180076718330383,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.042039251837776806,0.042039251837776806,0.038695961217748195,0.03893443942070007,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.04084503460273432,0.04108443203229456,0.037740221266551695,0.038097940385341644,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03845657825735769,0.04036716206352458,0.03845657825735769,0.040247924625873566,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03917292747305404,0.04203926240787267,0.03845657352834227,0.040845032781362534,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04072577786758656,0.04275651714561243,0.04072577786758656,0.04215940088033676,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.04275653456386112,0.04275653456386112,0.04084503187890182,0.0414421483874321,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.040725793729756425,0.04144214764582132,0.039650801569223404,0.039650801569223404,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.03989019054398851,0.03989019054398851,0.038218085656103976,0.03893443942070007,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.03989018235365185,0.04108441143469052,0.03965078504411307,0.0406065359711647,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.040845029160067374,0.04132290479949758,0.038934445758236624,0.0392930805683136,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.039650796153995395,0.0403671499722257,0.03857580755721334,0.039531558752059937,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.03965079706255068,0.040606548279297286,0.03869596500163443,0.04000943526625633,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.03989018501237673,0.04132289234289397,0.03989018501237673,0.040128663182258606,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.04096426332148034,0.04108441987022883,0.03893443942070007,0.03893443942070007,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.039172921566867025,0.039172921566867025,0.03582963061029688,0.03654598444700241,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.03630659356713295,0.03654598755333526,0.03487388235500823,0.03630659356713295,60864000,0.0,0.0
